"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"ertrag_bez";"ertrag_kur";"NAME_HAUPT";"NAME_UNTER";"X";"Y"
"202";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4647";"GG";1647;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1647";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";420509,67;5905647,67
"203";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4648";"GG";1648;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1648";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";430509,67;5905647,67
"204";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4649";"GG";1649;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1649";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Randowniederung";440509,67;5905647,67
"205";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4691";"GG";1691;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1691";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (280509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";280509,67;5895647,67
"206";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4692";"GG";1692;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1692";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (290509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";290509,67;5895647,67
"207";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4693";"GG";1693;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1693";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (300509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";300509,67;5895647,67
"208";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4694";"GG";1694;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1694";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (310509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";310509,67;5895647,67
"209";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4695";"GG";1695;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1695";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (320509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";320509,67;5895647,67
"210";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4696";"GG";1696;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1696";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (330509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend >50";"r";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";330509,67;5895647,67
"211";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4697";"GG";1697;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1697";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (340509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Wittstock-Ruppiner Heide";340509,67;5895647,67
"212";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4698";"GG";1698;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1698";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (350509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";350509,67;5895647,67
"213";NA;"Oberhavel";"unbek.";NA;NA;NA;NA;NA;NA;"4700";"GG";1700;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1700";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (370509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";370509,67;5895647,67
"214";NA;"Oberhavel";"unbek.";NA;NA;NA;NA;NA;NA;"4701";"GG";1701;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1701";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (380509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";380509,67;5895647,67
"215";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4702";"GG";1702;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1702";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (390509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";390509,67;5895647,67
"216";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4703";"GG";1703;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1703";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";400509,67;5895647,67
"217";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4704";"GG";1704;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1704";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";410509,67;5895647,67
"218";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4705";"GG";1705;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1705";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";420509,67;5895647,67
"219";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4706";"GG";1706;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1706";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";430509,67;5895647,67
"220";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4707";"GG";1707;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1707";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Randowniederung";440509,67;5895647,67
"221";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4708";"GG";1708;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1708";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (450509.6675 5895647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";450509,67;5895647,67
"222";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4749";"GG";1749;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1749";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (270509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"ELBTALNIEDERUNG";"Mittelelbe Niederung";270509,67;5885647,67
"223";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4750";"GG";1750;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1750";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (280509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Perleberger Heide";280509,67;5885647,67
"224";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4751";"GG";1751;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1751";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (290509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Perleberger Heide";290509,67;5885647,67
"225";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4752";"GG";1752;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1752";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (300509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";300509,67;5885647,67
"226";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4753";"GG";1753;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1753";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (310509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";310509,67;5885647,67
"227";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4754";"GG";1754;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1754";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (320509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Prignitz";320509,67;5885647,67
"228";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4755";"GG";1755;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1755";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (330509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";330509,67;5885647,67
"229";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4756";"GG";1756;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1756";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (340509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Wittstock-Ruppiner Heide";340509,67;5885647,67
"230";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4757";"GG";1757;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1757";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (350509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";350509,67;5885647,67
"231";NA;"Ostprignitz-Ruppin";"unbek.";NA;NA;NA;NA;NA;NA;"4758";"GG";1758;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1758";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (360509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";360509,67;5885647,67
"232";NA;"Oberhavel";"unbek.";NA;NA;NA;NA;NA;NA;"4759";"GG";1759;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1759";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (370509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";370509,67;5885647,67
"233";NA;"Oberhavel";"unbek.";NA;NA;NA;NA;NA;NA;"4760";"GG";1760;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1760";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (380509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";380509,67;5885647,67
"234";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4761";"GG";1761;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1761";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (390509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";390509,67;5885647,67
"235";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4762";"GG";1762;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1762";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MECKLENBURGISCHE SEENPLATTE";"Schorfheide";400509,67;5885647,67
"236";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4763";"GG";1763;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1763";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";410509,67;5885647,67
"237";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4764";"GG";1764;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1764";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";420509,67;5885647,67
"238";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4765";"GG";1765;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1765";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5885647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";430509,67;5885647,67
