"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"Bodenabt_1";"EL.Elevati";"X";"Y"
"23";23;"Uckermark";"Gramzow";"7";"7";"5897285.18914733";"437430.73194591";16957;"EE";"2023";"LBK Dechsel";16957;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Gramzow 7";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (437430.73194591 5897285.18914733)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";15,89;NA;0,84161;1,61691;1,5472;99,45197;6;20;NA;0,84838;9,44609;4,19648;3;4;4;16,92676;12,40476;NA;437430,73;5897285,19
"24";24;"Uckermark";"Gramzow";"29";"29";"5895306.00639453";"435051.66267273";30947;"EE";"2024";"LBK Dechsel";30947;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Gramzow 29";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (435051.66267273 5895306.00639453)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";71,87;NA;-5,98378;9,20789;5,69971;267,10931;1;23;NA;0,80081;8,80047;0,49047;1;1;1;2,51286;2,08758;NA;435051,66;5895306,01
"25";25;"Teltow-Fläming";"Kallinchen";"7";"7";"5785930.13747133";"401214.03713732";24312;"EE";"2025";"LBK Dechsel";24312;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Kallinchen 7";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (401214.03713732 5785930.13747133)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";37,14;NA;-4,2657;1,08244;1,05915;177,35327;2;2;2;0,9479;NA;0,42171;4;0;1;0,85534;0,8269;NA;401214,04;5785930,14
"26";26;"Uckermark";"Luetzlow";"13";"13";"5899734.24633008";"433957.14778699";17285;"EE";"2026";"LBK Dechsel";17285;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Luetzlow 13";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (433957.14778699 5899734.24633008)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";77,4;NA;4,68382;9,14046;7,61583;66,22997;1;23;NA;0,77189;9,85845;1,46471;1;2;3;7,52256;6,30126;NA;433957,15;5899734,25
"27";27;"Uckermark";"Lemmersdorf";"15";"15";"5923891.8021993";"413197.71005346";50679;"EE";"2027";"LBK Dechsel";50679;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Lemmersdorf 15";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (413197.71005346 5923891.8021993)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";98,51;NA;22,91604;10,64163;3,45016;332,94479;6;22;NA;0,84089;11,80479;0,73561;3;1;1;1,22926;1,23782;NA;413197,71;5923891,8
"28";28;"Uckermark";"Melzow";"16";"16";"5893586.76225755";"428674.19591537";17331;"HH";"2028";"LBK Dechsel";17331;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Melzow 16";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (428674.19591537 5893586.76225755)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";96,65;NA;-0,92927;23,58541;6,90517;120,84474;1;3;3;0,68121;5,32052;4,55271;NA;NA;NA;NA;NA;NA;428674,2;5893586,76
"29";29;"Uckermark";"Mescherin";"8";"8";"5899963.85855876";"461661.06650772";29406;"EE";"2029";"LBK Dechsel";29406;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Mescherin 8";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (461661.06650772 5899963.85855876)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";32,53;NA;-0,06747;27,69792;15,01891;160,35309;1;23;NA;0,6479;4,48916;5,20779;3;5;5;36,21106;15,81281;NA;461661,07;5899963,86
"30";30;"Brandenburg (Havel)";"Neuendorf";"4";"4";"5807878.94325318";"329480.6103596";2606;"EE";"2030";"LBK Dechsel";2606;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Neuendorf 4";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (329480.6103596 5807878.94325318)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";31,94;NA;-7,19542;3,33189;0,81199;189,93829;6;21;NA;0,89629;16,71513;1,34474;NA;NA;NA;NA;NA;NA;329480,61;5807878,94
"31";31;"Uckermark";"Neumeichow";"14";"14";"5895195.09502952";"430900.32239895";36872;"EE";"2031";"LBK Dechsel";36872;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Neumeichow 14";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430900.32239895 5895195.09502952)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";78,06;NA;-30,32168;16,03696;12,6092;178,64275;1;22;NA;0,78233;8,47294;0,74599;3;1;1;3,11754;1,89433;NA;430900,32;5895195,1
"32";32;"Uckermark";"Petershagen";"3";"3";"5899884.00040081";"451385.17678248";733;"EE";"2032";"LBK Dechsel";733;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Petershagen 3";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (451385.17678248 5899884.00040081)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";26,93;NA;3,25856;6,30445;4,76068;327,91541;6;23;NA;0,79461;8,259;5,05478;5;3;3;14,12923;5,1138;NA;451385,18;5899884
"33";33;"Uckermark";"Prenzlau";"23";"23";"5906231.74996187";"424266.09419774";17574;"EE";"2033";"LBK Dechsel";17574;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 23";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424266.09419774 5906231.74996187)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";17,79;1,72216;-68,24226;NA;NA;249,34204;5;2;2;0,98816;22,11528;0,01428;NA;NA;NA;NA;NA;NA;424266,09;5906231,75
"34";34;"Uckermark";"Prenzlau";"76";"2/23 (76)";"5907381.29152103";"424126.16241646";17627;"EE";"2034";"LBK Dechsel";17627;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 76";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424126.16241646 5907381.29152103)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";34,7;NA;-1,25133;15,07696;10,69834;212,47978;6;23;NA;0,73949;7,07294;2,05381;NA;NA;NA;NA;NA;NA;424126,16;5907381,29
"35";35;"Uckermark";"Prenzlau";"174";"174";"5905352.08582948";"425775.48096166";17725;"EE";"2035";"LBK Dechsel";17725;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 174";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425775.48096166 5905352.08582948)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";31,34;NA;-4,63515;5,38051;5,17853;95,39947;6;23;NA;0,84641;8,61713;1,12438;1;2;2;5,68774;3,56272;NA;425775,48;5905352,09
"36";36;"Uckermark";"Roepersdorf";"19";"19";"5905112.21457373";"422696.71015909";17808;"EE";"2036";"LBK Dechsel";17808;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Roepersdorf 19";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422696.71015909 5905112.21457373)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";33,61;NA;0,61244;11,80726;10,3006;118,4104;6;23;NA;0,75902;7,98985;2,45702;1;4;4;16,99227;11,06366;NA;422696,71;5905112,21
"37";37;"Uckermark";"Schoenermark OW";"11";"11";"5884570.27670294";"437410.60434813";807;"EE";"2037";"LBK Dechsel";807;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schoenermark OW 11";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (437410.60434813 5884570.27670294)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";26,23;NA;-1,1425;5,91393;4,90967;178,9012;6;23;NA;0,80165;7,45338;7,60896;3;5;5;52,67535;22,80788;NA;437410,6;5884570,28
"38";38;"Uckermark";"Schoenermark NWU";"11";"11";"5911049.9117885";"415849.51271554";17910;"EE";"2038";"LBK Dechsel";17910;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schoenermark NWU 11";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (415849.51271554 5911049.9117885)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";56,56;NA;0,1049;1,93623;2,14648;102,58897;6;21;NA;0,91492;15,72385;1,0383;2;1;2;4,18772;2,71962;NA;415849,51;5911049,91
"39";39;"Uckermark";"Schoenwerder";"26";"26";"5912859.11194302";"422996.67258514";17975;"EE";"2039";"LBK Dechsel";17975;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schoenwerder 26";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422996.67258514 5912859.11194302)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";27,77;NA;-1,484;6,1979;5,31052;161,65758;6;23;NA;0,81884;8,99885;1,57511;2;3;3;13,48607;5,72746;NA;422996,67;5912859,11
"40";40;"Brandenburg (Havel)";"Schmerzke";"1";"1";"5806261.97985242";"334197.25917489";26321;"EE";"2040";"LBK Dechsel";26321;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schmerzke 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (334197.25917489 5806261.97985242)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";28,4;1,34971;-2,41291;0,38633;0,31833;210,13603;5;2;2;0,98484;22,25614;0,06952;NA;NA;NA;NA;NA;NA;334197,26;5806261,98
"41";41;"Dahme-Spreewald";"Schulzendorf";"1";"1";"5802663.41073711";"403963.11529525";10273;"EE";"2041";"LBK Dechsel";10273;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schulzendorf 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (403963.11529525 5802663.41073711)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";51,24;NA;-5,71344;16,10807;16,09956;288,66321;6;23;NA;0,74981;5,95127;5,17096;NA;NA;NA;NA;NA;NA;403963,12;5802663,41
"42";42;"Uckermark";"Schwaneberg";"39";"39";"5910150.00006231";"441369.29345215";18022;"EE";"2042";"LBK Dechsel";18022;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schwaneberg 39";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (441369.29345215 5910150.00006231)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";65,21;NA;-1,52112;16,91385;10,21491;75,81042;1;23;NA;0,7351;7,25985;2,8201;2;5;4;30,34948;11,82649;NA;441369,29;5910150
"43";43;"Oberspreewald-Lausitz";"Senftenberg";"1";"1/1 (1)";"5707971.02609361";"430912.31582629";31688;"EE";"2043";"LBK Dechsel";31688;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Senftenberg 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430912.31582629 5707971.02609361)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";102,91;NA;9,05767;1,82003;1,76199;101,96135;6;20;1;0,9442;17,74287;0,23541;NA;NA;NA;NA;NA;NA;430912,32;5707971,03
"44";44;"Uckermark";"Strehlow";"1";"1";"5897885.1008125";"423196.43330232";18133;"EE";"2044";"LBK Dechsel";18133;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Strehlow 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (423196.43330232 5897885.1008125)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";21,25;NA;7,84908;1,90553;1,43315;105,0927;6;20;1;0,94272;18,12322;0,55604;NA;NA;NA;NA;NA;NA;423196,43;5897885,1
"45";45;"Uckermark";"Strehlow";"9";"9";"5897735.16931405";"422396.75165086";18141;"EE";"2045";"LBK Dechsel";18141;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Strehlow 9";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422396.75165086 5897735.16931405)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";26,93;NA;0,38769;4,91791;2,01934;129,96353;6;23;NA;0,80132;10,93471;4,89341;2;5;5;51,25498;18,98797;NA;422396,75;5897735,17
"46";46;"Uckermark";"Tornow";"1";"1";"5916797.45500563";"430633.65922485";18150;"EE";"2046";"LBK Dechsel";18150;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Tornow 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430633.65922485 5916797.45500563)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";45,17;NA;6,10948;6,24965;3,48606;113,54939;6;22;NA;0,84443;9,09955;1,07846;NA;NA;NA;NA;NA;NA;430633,66;5916797,46
"47";47;"Uckermark";"Trampe";"3";"3";"5913858.53353034";"439759.97683353";18175;"EE";"2047";"LBK Dechsel";18175;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Trampe 3";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (439759.97683353 5913858.53353034)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";53,64;NA;0,78108;6,67705;2,66801;43,30584;6;23;NA;0,76619;7,01777;6,07059;3;5;5;33,75636;15,38504;NA;439759,98;5913858,53
"48";48;"Uckermark";"Wallmow";"1";"1";"5913698.59847581";"439670.01111976";18208;"EE";"2048";"LBK Dechsel";18208;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wallmow 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (439670.01111976 5913698.59847581)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";66,28;NA;32,75921;17,06648;13,99052;330,73312;1;23;NA;0,68106;5,6441;4,32565;NA;3;4;11,12043;12,81311;NA;439670,01;5913698,6
"49";49;"Uckermark";"Warnitz";"17";"17";"5893148.98046078";"424633.80779006";18236;"EE";"2049";"LBK Dechsel";18236;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Warnitz 17";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424633.80779006 5893148.98046078)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";29,39;NA;11,00939;8,46524;7,03646;61,26698;6;22;NA;0,83493;9,44194;1,97325;NA;NA;NA;NA;NA;NA;424633,81;5893148,98
"50";50;"Elbe-Elster";"Wiederau";"1";"1";"5720144.43075305";"383674.66752677";8483;"EE";"2050";"LBK Dechsel";8483;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wiederau 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (383674.66752677 5720144.43075305)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";85,07;NA;4,71573;1,16079;1,03632;252,27487;2;2;2;0,91842;15,9378;0,95615;0;1;1;1,09083;1,14282;NA;383674,67;5720144,43
"51";1;"Frankfurt (Oder)";"Frankfurt";NA;NA;"5801543.19846539";"465718.38824914";NA;"SS";"3001";"LBK Siedlungen";6297;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Frankfurt 33";NA;NA;33;"33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (465718.38824914 5801543.19846539)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";63,67;NA;6,3406;8,67409;3,84326;162,00919;6;22;NA;0,85741;10,92852;1,0607;3;1;2;3,67635;3,6408;NA;465718,39;5801543,2
"52";2;"Havelland";"Nauen";NA;NA;"5832565.33640421";"356236.27942028";NA;"F";"3002";"LBK Siedlungen";12669;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Nauen 21";NA;NA;21;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (356236.27942028 5832565.33640421)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";28,98;0,80568;-0,78102;0,18984;0,19383;142,67119;5;2;2;0,97879;19,86381;0,72223;5;0;1;0,88343;0,55631;NA;356236,28;5832565,34
"53";3;"Havelland";"Rathenow";NA;NA;"5829141.83647273";"319485.63452516";NA;"F";"3003";"LBK Siedlungen";19800;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Rathenow 36";NA;NA;36;"36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (319485.63452516 5829141.83647273)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";29,2;NA;30,36682;1,77153;1,69844;230,68892;2;2;2;0,93212;20,14867;0,11264;NA;NA;NA;NA;NA;NA;319485,63;5829141,84
"54";4;"Havelland";"Wachow";NA;NA;"5822899.39545552";"347923.42994588";NA;"F";"3004";"LBK Siedlungen";12906;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wachow 5";NA;NA;5;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (347923.42994588 5822899.39545552)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";32,56;NA;3,99443;2,03078;1,52736;329,3598;6;20;1;0,89883;12,89481;1,48495;NA;NA;NA;NA;NA;NA;347923,43;5822899,4
"55";5;"Havelland";"Wachow";NA;NA;"5821331.41902766";"348088.37150579";NA;"F";"3005";"LBK Siedlungen";46207;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wachow 20";NA;NA;20;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (348088.37150579 5821331.41902766)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";34,51;NA;2,23473;4,20696;3,68685;258,73105;6;22;NA;0,87659;11,99722;0,30369;2;1;2;4,18724;3,61039;NA;348088,37;5821331,42
"56";6;"Havelland";"Wagenitz";NA;NA;"5838439.93044269";"340662.71506864";NA;"SH";"3006";"LBK Siedlungen";49460;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wagenitz 11";NA;NA;11;"11/6 (11)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (340662.71506864 5838439.93044269)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";31,96;NA;25,20478;1,60355;1,05947;158,04251;6;20;1;0,91714;13,74308;0,53528;NA;NA;NA;NA;NA;NA;340662,72;5838439,93
